exact_literal	raw_column_a_value	resolved_human_decision	current_master_status	current_master_path	ascii_fold_key	final_action	note
OPT_Breast_Left_tip	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	opt_breast_left_tip	MOVE_TO_SEXUAL_BONES	
OPT_Breast_Right1	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	opt_breast_right1	MOVE_TO_SEXUAL_BONES	
OPT_Breast_Right2	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	opt_breast_right2	MOVE_TO_SEXUAL_BONES	
OPT_Breast_Right3	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	opt_breast_right3	MOVE_TO_SEXUAL_BONES	
OPT_Breast_Right4	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	opt_breast_right4	MOVE_TO_SEXUAL_BONES	
OPT_Breast_Right5	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	opt_breast_right5	MOVE_TO_SEXUAL_BONES	
OPT_Breast_Right_base	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	opt_breast_right_base	MOVE_TO_SEXUAL_BONES	
OPT_Breast_Right_tip	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	opt_breast_right_tip	MOVE_TO_SEXUAL_BONES	
pb_L_CMY01_Breast_01	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	pb_l_cmy01_breast_01	MOVE_TO_SEXUAL_BONES	
pb_R_CMY01_Breast_01	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	pb_r_cmy01_breast_01	MOVE_TO_SEXUAL_BONES	
penis balls left	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	penis balls left	MOVE_TO_SEXUAL_BONES	
penis balls right	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body Morphs	penis balls right	MOVE_TO_SEXUAL_BONES	
penis balls root	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	penis balls root	MOVE_TO_SEXUAL_BONES	
penis root	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	penis root	MOVE_TO_SEXUAL_BONES	
penis shaft 1	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	penis shaft 1	MOVE_TO_SEXUAL_BONES	
penis shaft 2	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	penis shaft 2	MOVE_TO_SEXUAL_BONES	
penis shaft 3	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	penis shaft 3	MOVE_TO_SEXUAL_BONES	
penis shaft 4	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body Morphs	penis shaft 4	MOVE_TO_SEXUAL_BONES	
penis shaft 5	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	penis shaft 5	MOVE_TO_SEXUAL_BONES	
penis shaft 6	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	penis shaft 6	MOVE_TO_SEXUAL_BONES	
penis shaft 7	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body Morphs	penis shaft 7	MOVE_TO_SEXUAL_BONES	
penis1_1	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	penis1_1	MOVE_TO_SEXUAL_BONES	
penis2_00002	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body Morphs	penis2_00002	MOVE_TO_SEXUAL_BONES	
Penis_05Rim_T	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	penis_05rim_t	MOVE_TO_SEXUAL_BONES	
Penis_06.002	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body Morphs	penis_06.002	MOVE_TO_SEXUAL_BONES	
Penis_06.003	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body Morphs	penis_06.003	MOVE_TO_SEXUAL_BONES	
Penis_06.004	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	penis_06.004	MOVE_TO_SEXUAL_BONES	
penis_f_2	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body Morphs	penis_f_2	MOVE_TO_SEXUAL_BONES	
penis_f_3	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	penis_f_3	MOVE_TO_SEXUAL_BONES	
PenisTip	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body Morphs	penistip	MOVE_TO_SEXUAL_BONES	
pussy chitsu base	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body Morphs	pussy chitsu base	MOVE_TO_SEXUAL_BONES	
pussy chitsu left	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body Morphs	pussy chitsu left	MOVE_TO_SEXUAL_BONES	
pussy chitsu right	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body Morphs	pussy chitsu right	MOVE_TO_SEXUAL_BONES	
pussy clitoris	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	pussy clitoris	MOVE_TO_SEXUAL_BONES	
pussy clitoris 1	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	pussy clitoris 1	MOVE_TO_SEXUAL_BONES	
pussy clitoris 2	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body Morphs	pussy clitoris 2	MOVE_TO_SEXUAL_BONES	
pussy clitoris 3	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	pussy clitoris 3	MOVE_TO_SEXUAL_BONES	
pussy high	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	pussy high	MOVE_TO_SEXUAL_BONES	
pussy left 1	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body Morphs	pussy left 1	MOVE_TO_SEXUAL_BONES	
pussy left 3	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	pussy left 3	MOVE_TO_SEXUAL_BONES	
pussy left in 1	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body Morphs	pussy left in 1	MOVE_TO_SEXUAL_BONES	
pussy left in 2	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	pussy left in 2	MOVE_TO_SEXUAL_BONES	
pussy right 1	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	pussy right 1	MOVE_TO_SEXUAL_BONES	
pussy right 3	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	pussy right 3	MOVE_TO_SEXUAL_BONES	
pussy right in 1	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body Morphs	pussy right in 1	MOVE_TO_SEXUAL_BONES	
pussy right in 2	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	pussy right in 2	MOVE_TO_SEXUAL_BONES	
Pussy_left	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	pussy_left	MOVE_TO_SEXUAL_BONES	
Pussy_right	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body Morphs	pussy_right	MOVE_TO_SEXUAL_BONES	
r boob	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body Morphs	r boob	MOVE_TO_SEXUAL_BONES	
R__Butt_Top	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	r__butt_top	MOVE_TO_SEXUAL_BONES	
R_breast0	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	r_breast0	MOVE_TO_SEXUAL_BONES	
R_breast0_jiggle	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	r_breast0_jiggle	MOVE_TO_SEXUAL_BONES	
R_breast0_jiggle_root	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	r_breast0_jiggle_root	MOVE_TO_SEXUAL_BONES	
R_breast1	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	r_breast1	MOVE_TO_SEXUAL_BONES	
R_breast1_jiggle	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	r_breast1_jiggle	MOVE_TO_SEXUAL_BONES	
R_Butt_bottem	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	r_butt_bottem	MOVE_TO_SEXUAL_BONES	
R_Butt_Butt	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	r_butt_butt	MOVE_TO_SEXUAL_BONES	
R_butt_jiggle_root	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	r_butt_jiggle_root	MOVE_TO_SEXUAL_BONES	
R_Butt_left	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	r_butt_left	MOVE_TO_SEXUAL_BONES	
R_Butt_right	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	r_butt_right	MOVE_TO_SEXUAL_BONES	
Right_Butt	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	right_butt	MOVE_TO_SEXUAL_BONES	
right_butt	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	right_butt	MOVE_TO_SEXUAL_BONES	
Right_Small_Labia3	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body Morphs	right_small_labia3	MOVE_TO_SEXUAL_BONES	
Right_Small_Labia4	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	right_small_labia4	MOVE_TO_SEXUAL_BONES	
right_u_vag_1	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	right_u_vag_1	MOVE_TO_SEXUAL_BONES	
right_u_vag_2	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body Morphs	right_u_vag_2	MOVE_TO_SEXUAL_BONES	
right_vag_d_1	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	right_vag_d_1	MOVE_TO_SEXUAL_BONES	
right_vag_d_2	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	right_vag_d_2	MOVE_TO_SEXUAL_BONES	
RightBreast	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body Morphs	rightbreast	MOVE_TO_SEXUAL_BONES	
RightBreast4_Janggle	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	rightbreast4_janggle	MOVE_TO_SEXUAL_BONES	
RightBreast5	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	rightbreast5	MOVE_TO_SEXUAL_BONES	
RightBreast5_Janggle	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	rightbreast5_janggle	MOVE_TO_SEXUAL_BONES	
RightBreast6	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	rightbreast6	MOVE_TO_SEXUAL_BONES	
RightBreast6_Janggle	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	rightbreast6_janggle	MOVE_TO_SEXUAL_BONES	
RightBreast7	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	rightbreast7	MOVE_TO_SEXUAL_BONES	
RightBreast7_Janggle	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	rightbreast7_janggle	MOVE_TO_SEXUAL_BONES	
Ruby_lf_breast_a_jnt	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	ruby_lf_breast_a_jnt	MOVE_TO_SEXUAL_BONES	
Ruby_lf_breast_b_jnt	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	ruby_lf_breast_b_jnt	MOVE_TO_SEXUAL_BONES	
Ruby_rt_breast_a_jnt	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	ruby_rt_breast_a_jnt	MOVE_TO_SEXUAL_BONES	
Ruby_rt_breast_b_jnt	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	ruby_rt_breast_b_jnt	MOVE_TO_SEXUAL_BONES	
scrotum00	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	scrotum00	MOVE_TO_SEXUAL_BONES	
scrotum01	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body Morphs	scrotum01	MOVE_TO_SEXUAL_BONES	
scrotumLeft	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	scrotumleft	MOVE_TO_SEXUAL_BONES	
scrotumRight	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	scrotumright	MOVE_TO_SEXUAL_BONES	
scrotumROOT	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	scrotumroot	MOVE_TO_SEXUAL_BONES	
testes_f	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	testes_f	MOVE_TO_SEXUAL_BONES	
TESTICLES L	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	testicles l	MOVE_TO_SEXUAL_BONES	
TESTICLES R	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	testicles r	MOVE_TO_SEXUAL_BONES	
TESTICLES ROOT	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	testicles root	MOVE_TO_SEXUAL_BONES	
testis_f_L	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	testis_f_l	MOVE_TO_SEXUAL_BONES	
testis_f_R	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	testis_f_r	MOVE_TO_SEXUAL_BONES	
TopAss	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	topass	MOVE_TO_SEXUAL_BONES	
unused left testicle jiggle item_penis	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Useless	unused left testicle jiggle item_penis	MOVE_TO_SEXUAL_BONES	
unused right testicle jiggle item_penis	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Useless	unused right testicle jiggle item_penis	MOVE_TO_SEXUAL_BONES	
Vag_Back_Jnt.001	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	vag_back_jnt.001	MOVE_TO_SEXUAL_BONES	
Vag_Front_Jnt.001	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	vag_front_jnt.001	MOVE_TO_SEXUAL_BONES	
Vag_L.001	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	vag_l.001	MOVE_TO_SEXUAL_BONES	
Vag_Out_Jnt.001	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	vag_out_jnt.001	MOVE_TO_SEXUAL_BONES	
Vag_R.001	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	vag_r.001	MOVE_TO_SEXUAL_BONES	
Vagina Down	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body Morphs	vagina down	MOVE_TO_SEXUAL_BONES	
vagina_base	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	vagina_base	MOVE_TO_SEXUAL_BONES	
vagina_left	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	vagina_left	MOVE_TO_SEXUAL_BONES	
vagina_right	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	vagina_right	MOVE_TO_SEXUAL_BONES	
ValveBiped.Bip01_L_BreastHelper	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	valvebiped.bip01_l_breasthelper	MOVE_TO_SEXUAL_BONES	
ValveBiped.Bip01_L_Butt0_JiggleRoot	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	valvebiped.bip01_l_butt0_jiggleroot	MOVE_TO_SEXUAL_BONES	
ValveBiped.Bip01_L_ButtHelper	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	valvebiped.bip01_l_butthelper	MOVE_TO_SEXUAL_BONES	
ValveBiped.Bip01_L_Nipples	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	valvebiped.bip01_l_nipples	MOVE_TO_SEXUAL_BONES	
ValveBiped.Bip01_L_Testicle0	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body Morphs	valvebiped.bip01_l_testicle0	MOVE_TO_SEXUAL_BONES	
ValveBiped.Bip01_L_Testicle01	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	valvebiped.bip01_l_testicle01	MOVE_TO_SEXUAL_BONES	
ValveBiped.Bip01_L_Vulva	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	valvebiped.bip01_l_vulva	MOVE_TO_SEXUAL_BONES	
ValveBiped.Bip01_L_VulvaB	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	valvebiped.bip01_l_vulvab	MOVE_TO_SEXUAL_BONES	
ValveBiped.Bip01_L_VulvaF	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	valvebiped.bip01_l_vulvaf	MOVE_TO_SEXUAL_BONES	
ValveBiped.Bip01_lBreast	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	valvebiped.bip01_lbreast	MOVE_TO_SEXUAL_BONES	
ValveBiped.Bip01_R_Butt01	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	valvebiped.bip01_r_butt01	MOVE_TO_SEXUAL_BONES	
ValveBiped.Bip01_R_Butt0_JiggleRoot	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	valvebiped.bip01_r_butt0_jiggleroot	MOVE_TO_SEXUAL_BONES	
ValveBiped.Bip01_R_ButtHelper	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	valvebiped.bip01_r_butthelper	MOVE_TO_SEXUAL_BONES	
ValveBiped.Bip01_R_Nipples	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	valvebiped.bip01_r_nipples	MOVE_TO_SEXUAL_BONES	
ValveBiped.Bip01_R_Testicle0	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	valvebiped.bip01_r_testicle0	MOVE_TO_SEXUAL_BONES	
ValveBiped.Bip01_R_Testicle01	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	valvebiped.bip01_r_testicle01	MOVE_TO_SEXUAL_BONES	
ValveBiped.Bip01_R_Vulva	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	valvebiped.bip01_r_vulva	MOVE_TO_SEXUAL_BONES	
ValveBiped.Bip01_R_VulvaB	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	valvebiped.bip01_r_vulvab	MOVE_TO_SEXUAL_BONES	
ValveBiped.Bip01_R_VulvaF	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	valvebiped.bip01_r_vulvaf	MOVE_TO_SEXUAL_BONES	
ValveBiped.Bip01_rBreast	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	valvebiped.bip01_rbreast	MOVE_TO_SEXUAL_BONES	
ValveBiped.Bip01_Vag_Back	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	valvebiped.bip01_vag_back	MOVE_TO_SEXUAL_BONES	
ValveBiped.Bip01_Vag_Front	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	valvebiped.bip01_vag_front	MOVE_TO_SEXUAL_BONES	
ValveBiped.Bip01_Vag_L_0	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	valvebiped.bip01_vag_l_0	MOVE_TO_SEXUAL_BONES	
ValveBiped.Bip01_Vag_L_1	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	valvebiped.bip01_vag_l_1	MOVE_TO_SEXUAL_BONES	
ValveBiped.Bip01_Vag_L_2	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	valvebiped.bip01_vag_l_2	MOVE_TO_SEXUAL_BONES	
ValveBiped.Bip01_Vag_L_3	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	valvebiped.bip01_vag_l_3	MOVE_TO_SEXUAL_BONES	
ValveBiped.Bip01_Vag_R_0	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	valvebiped.bip01_vag_r_0	MOVE_TO_SEXUAL_BONES	
ValveBiped.Bip01_Vag_R_1	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	valvebiped.bip01_vag_r_1	MOVE_TO_SEXUAL_BONES	
ValveBiped.Bip01_Vag_R_2	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	valvebiped.bip01_vag_r_2	MOVE_TO_SEXUAL_BONES	
ValveBiped.Bip01_Vag_R_3	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	valvebiped.bip01_vag_r_3	MOVE_TO_SEXUAL_BONES	
ValveBiped.Bip02_L_Breast	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	valvebiped.bip02_l_breast	MOVE_TO_SEXUAL_BONES	
ValveBiped.Bip02_L_Butt	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	valvebiped.bip02_l_butt	MOVE_TO_SEXUAL_BONES	
ValveBiped.Bip02_R_Breast	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	valvebiped.bip02_r_breast	MOVE_TO_SEXUAL_BONES	
ValveBiped.Bip02_R_Butt	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	valvebiped.bip02_r_butt	MOVE_TO_SEXUAL_BONES	
ValveBiped.Bip03_L_Breast	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	valvebiped.bip03_l_breast	MOVE_TO_SEXUAL_BONES	
ValveBiped.Bip03_R_Breast	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	valvebiped.bip03_r_breast	MOVE_TO_SEXUAL_BONES	
ValveBiped.lboob1	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	valvebiped.lboob1	MOVE_TO_SEXUAL_BONES	
ValveBiped.leftButt	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	valvebiped.leftbutt	MOVE_TO_SEXUAL_BONES	
ValveBiped.rboob1	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body Morphs	valvebiped.rboob1	MOVE_TO_SEXUAL_BONES	
ValveBiped.rightButt	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	valvebiped.rightbutt	MOVE_TO_SEXUAL_BONES	
Clit.Barbell_Front	EXCLUDE	EXCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Clothing	clit.barbell_front	EXCLUDE	
Clit.Barbell_Rear	EXCLUDE	EXCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Clothing	clit.barbell_rear	EXCLUDE	
Flm-ArmA-Breast-L1	EXCLUDE	EXCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	flm-arma-breast-l1	EXCLUDE	
Flm-ArmA-Breast-L1H	EXCLUDE	EXCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	flm-arma-breast-l1h	EXCLUDE	
Flm-ArmA-Breast-L2	EXCLUDE	EXCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	flm-arma-breast-l2	EXCLUDE	
Flm-ArmA-Breast-L2H	EXCLUDE	EXCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	flm-arma-breast-l2h	EXCLUDE	
Flm-ArmA-Breast-R1	EXCLUDE	EXCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	flm-arma-breast-r1	EXCLUDE	
Flm-ArmA-Breast-R1H	EXCLUDE	EXCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	flm-arma-breast-r1h	EXCLUDE	
Flm-ArmA-Breast-R2	EXCLUDE	EXCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	flm-arma-breast-r2	EXCLUDE	
Flm-ArmA-Breast-R2H	EXCLUDE	EXCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	flm-arma-breast-r2h	EXCLUDE	
NippleChain.Center	EXCLUDE	EXCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Clothing	nipplechain.center	EXCLUDE	
NippleChain.Left	EXCLUDE	EXCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Clothing	nipplechain.left	EXCLUDE	
NippleChain.Right	EXCLUDE	EXCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Clothing	nipplechain.right	EXCLUDE	
NippleRing.Left	EXCLUDE	EXCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Clothing	nipplering.left	EXCLUDE	
NippleRing.Left_jiggle	EXCLUDE	EXCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Clothing	nipplering.left_jiggle	EXCLUDE	
NippleRing.Right	EXCLUDE	EXCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Clothing	nipplering.right	EXCLUDE	
NippleRing.Right_jiggle	EXCLUDE	EXCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Clothing	nipplering.right_jiggle	EXCLUDE	
unused pelvis attached_penis root ground	EXCLUDE	EXCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Useless	unused pelvis attached_penis root ground	EXCLUDE	
unused pelvis attached_penis root hips	EXCLUDE	EXCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Useless	unused pelvis attached_penis root hips	EXCLUDE	
